car_id,documentsCheck,bodyFrame,mechanical,fluidsFilters,exhaust,engine,brakes,suspension,steeringControls,mirrors,seats,power,dashboardRoof,poshish,equipment,acHeater,electrical,carFrame,exteriorLights
2c7aa03c-7c06-4d8b-8d3a-789b0f3dbb28,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0
cff8a8c8-b9a8-45fd-a46f-342fc9f6b155,0.38,0.94,0.4,0.83,0.0,1.0,0.5,0.25,1.0,1.0,1.0,0.83,0.88,0.75,0.5,1.0,1.0,0.77,0.92
4eab5e06-d1e4-4b7b-b462-4ae1ad81aec9,0.5,1.0,0.4,0.33,1.0,0.75,1.0,0.0,1.0,1.0,0.88,1.0,0.56,1.0,0.33,0.0,1.0,0.9,1.0
e78caf17-6ffc-4c7f-979a-5003ebfac85d,0.2,1.0,0.3,0.33,1.0,1.0,0.5,0.38,1.0,1.0,1.0,1.0,0.9,1.0,0.83,1.0,1.0,1.0,1.0
6871fdb7-03da-41c3-b5d3-75d6492deb1e,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0
318765d7-0b8a-45c7-a89c-3fdb26ab63cf,0.5,0.94,0.5,0.33,1.0,0.75,0.75,0.63,0.4,1.0,0.67,0.67,0.56,0.63,0.33,0.75,0.6,0.9,0.5
08309f29-c265-44c7-83f3-df6276d662b8,0.38,1.0,0.4,0.83,1.0,1.0,0.5,0.25,1.0,1.0,1.0,0.83,0.67,0.75,0.67,1.0,0.6,0.77,1.0
4961b14a-2231-49ca-a9dc-f26296d823be,0.75,0.94,0.8,0.83,1.0,0.75,1.0,0.38,0.8,1.0,0.89,1.0,1.0,0.63,1.0,0.8,1.0,0.97,0.67
e424fea7-42a8-4050-b5a1-7ff8a83febd9,0.88,1.0,0.4,0.17,1.0,1.0,1.0,0.0,0.8,1.0,1.0,1.0,0.89,0.88,0.5,1.0,0.8,0.97,1.0
ae0d2f9e-6934-4134-85ab-1906e375a899,0.63,1.0,0.6,0.83,1.0,0.75,1.0,0.75,1.0,1.0,1.0,0.83,0.89,1.0,0.83,1.0,0.8,1.0,0.92
87dcbb0e-52b0-460a-a72f-5eb29e07fd55,0.4,0.94,0.8,1.0,1.0,1.0,1.0,1.0,0.8,0.5,1.0,1.0,1.0,0.63,1.0,1.0,1.0,0.9,1.0
4cf188cd-957b-40af-aec5-69e576412828,0.13,0.94,0.6,0.17,0.67,0.75,1.0,0.88,0.8,1.0,0.67,0.83,0.56,0.88,0.17,0.6,0.6,0.84,0.42
abcea5e1-72f9-42b3-8501-c4750122bc5e,0.38,0.94,0.4,0.0,0.67,0.75,0.5,0.0,1.0,1.0,1.0,0.67,0.88,1.0,0.5,1.0,0.8,0.32,1.0
4554375c-c895-42a0-9b60-762f3a79111b,0.63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88,1.0,0.5,1.0,1.0,0.94,1.0
cc436c0e-e478-44f5-900d-d3d9b172a016,0.13,0.88,0.1,0.33,0.33,0.5,0.25,0.0,0.6,0.5,0.75,0.67,0.78,0.25,0.33,1.0,1.0,0.68,1.0
6164ece1-560a-4c85-acb1-af5c7eb2432c,0.63,0.81,0.7,0.67,1.0,0.75,1.0,0.5,1.0,1.0,0.88,1.0,0.88,0.38,0.33,0.75,0.8,0.63,0.83
7891ca26-d152-4f32-8e61-caf6cfaa8c35,0.63,1.0,1.0,0.67,1.0,1.0,1.0,0.5,0.8,1.0,1.0,0.83,0.88,0.88,0.67,1.0,1.0,0.97,0.75
30b5b6e2-eb34-4617-a7c9-d01ebf6a620c,0.38,0.94,0.4,0.17,1.0,1.0,1.0,0.0,0.8,1.0,0.89,0.67,0.5,0.13,0.33,1.0,1.0,0.52,0.6
032623ee-ad40-4873-b951-1eee2faa4f9c,0.63,1.0,0.9,0.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83,1.0,1.0,1.0,1.0
fcf71dfb-6cb4-4fc1-9924-123ddf9fb526,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.88,1.0,0.83,1.0,1.0,1.0,1.0
946fadfc-b266-4ccb-a8e2-289226189078,0.63,1.0,0.8,0.83,1.0,0.75,1.0,0.88,1.0,1.0,1.0,1.0,1.0,0.75,0.83,1.0,1.0,0.97,1.0
289ef51b-761c-4ae5-81f4-1941a83d854a,0.38,1.0,1.0,1.0,1.0,0.75,1.0,0.88,1.0,1.0,1.0,1.0,0.89,1.0,0.5,1.0,0.6,0.94,1.0
f4c92360-6e64-4009-bd76-75ecadfe2c2e,0.5,1.0,0.3,1.0,1.0,1.0,0.5,0.38,1.0,1.0,0.88,1.0,0.88,0.88,0.67,1.0,1.0,0.87,1.0
e8b095f3-049a-469f-9345-60adaa9ff860,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89,1.0,0.67,1.0,1.0,0.9,1.0
5ce7af6f-e13b-4115-ba49-9065e18894e9,0.5,1.0,0.8,0.83,1.0,0.75,1.0,0.63,0.8,1.0,1.0,1.0,1.0,1.0,0.67,0.8,1.0,0.94,1.0
2cf8acf5-05cb-42d2-bd00-8944e19ac4bf,0.38,1.0,0.5,0.5,1.0,0.75,1.0,0.63,1.0,1.0,1.0,0.83,0.8,0.88,1.0,1.0,0.8,0.97,0.83
db40a170-c818-4a5c-8241-c8b9390c88ff,0.5,0.94,0.6,0.5,0.67,1.0,1.0,0.25,1.0,1.0,1.0,0.67,0.88,1.0,0.5,1.0,0.8,1.0,1.0
b0d24d94-a0f4-43ea-8f0c-8f8b89d6849e,0.3,1.0,0.8,0.83,1.0,1.0,1.0,0.88,0.8,1.0,0.89,1.0,1.0,0.5,0.5,1.0,1.0,0.97,1.0
1c176ab9-6f35-4868-8324-376dd6e10ed0,0.88,1.0,0.5,0.83,0.67,1.0,0.25,0.63,1.0,0.0,0.88,1.0,0.88,0.38,1.0,1.0,0.8,0.94,0.92
92bd9d75-065b-42fa-9b65-3e5fcfb3a478,0.5,1.0,0.2,0.33,1.0,0.75,0.5,0.0,0.6,1.0,0.88,1.0,0.67,0.5,0.33,0.0,0.4,0.9,0.92
647a0d24-b4a2-44d3-bc9c-49ff75170e2b,0.5,0.88,1.0,0.67,1.0,0.75,0.75,0.38,1.0,0.5,0.89,0.67,0.8,0.88,1.0,1.0,1.0,0.94,0.83
2bf0c56b-5cde-471a-b69d-d0c0a17e287c,0.38,1.0,0.6,0.67,0.67,1.0,1.0,0.38,1.0,1.0,1.0,1.0,0.88,0.88,0.67,1.0,1.0,0.97,0.67
f6d5ca13-2cb0-4471-9980-b135f23fe5fb,0.5,1.0,0.9,0.67,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.83,1.0,0.8,0.97,1.0
01bf03c4-349a-4ab5-84a1-542435ead55a,0.63,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.63,0.83,1.0,0.8,1.0,0.83
926b11ac-5f9a-4c4f-886e-6eeac786a62a,0.38,0.31,0.6,0.67,0.0,1.0,0.0,0.13,0.6,1.0,0.0,0.33,0.5,0.0,0.5,0.75,0.2,0.7,1.0
c49fcef7-4ef8-4bbb-a881-5d36f6447143,0.25,1.0,0.5,1.0,1.0,1.0,1.0,0.75,1.0,0.5,1.0,1.0,0.75,1.0,0.67,0.8,1.0,1.0,1.0
7ca25777-9210-4034-9ed8-8723974d21e5,0.63,1.0,0.2,0.5,1.0,1.0,1.0,0.25,0.8,1.0,1.0,1.0,0.89,0.88,0.5,1.0,0.6,0.9,0.83
abb604b9-1b80-46e3-9601-000c3064c8b8,0.5,1.0,0.0,0.83,1.0,0.75,1.0,0.25,1.0,0.5,1.0,0.83,0.88,1.0,0.33,1.0,1.0,0.87,0.75
a833762d-a64a-42b2-96c3-1eec0d715445,0.63,1.0,0.0,0.83,1.0,0.75,1.0,0.0,0.8,1.0,0.88,0.83,1.0,1.0,0.83,1.0,1.0,0.94,0.83
84cb43e0-9b3d-411d-8bcc-f1c7824ce00b,0.63,0.94,0.4,0.33,1.0,1.0,0.5,0.13,1.0,1.0,1.0,0.83,0.56,0.75,0.67,0.6,0.8,0.84,0.42
d811f9a6-eeb2-4258-9f13-48c207fb999b,0.38,0.94,0.9,0.67,1.0,1.0,0.5,0.25,1.0,1.0,1.0,1.0,0.88,0.88,0.33,0.8,1.0,0.9,1.0
a678fdc6-b527-42c5-9f30-5d19e7235ecf,0.38,1.0,0.3,1.0,1.0,0.75,0.75,0.5,0.8,1.0,1.0,1.0,0.56,0.63,0.67,1.0,1.0,0.84,1.0
f8d35adf-14ef-4427-a111-b9a75e3a0302,0.6,0.94,1.0,1.0,1.0,1.0,1.0,0.13,0.6,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,0.9,1.0
fa2ae785-44a7-4360-a949-38e0c1bb5e26,0.38,1.0,0.7,0.67,1.0,0.75,1.0,0.5,0.8,1.0,1.0,1.0,1.0,0.88,0.67,0.83,1.0,0.87,1.0
cf121b96-bf29-4c9f-81d0-d3e41a67ee57,0.38,0.75,0.3,0.5,0.67,0.75,0.5,0.0,0.8,0.75,1.0,0.83,0.78,0.63,0.5,1.0,1.0,0.9,0.92
03262e40-0fa6-4a96-9b8c-86cc5ff57473,0.5,0.94,0.4,0.83,1.0,0.5,0.75,0.75,0.8,1.0,1.0,1.0,0.8,0.75,0.67,0.67,0.8,0.97,1.0
aa94ca08-cceb-4e66-b82f-04dc50922b55,0.13,0.63,0.6,0.83,1.0,0.75,0.5,0.75,1.0,0.0,0.67,1.0,1.0,0.88,0.33,1.0,1.0,0.87,0.5
87e24755-6305-4e83-9cbf-75586f895f1f,0.38,0.94,0.4,0.67,0.67,0.5,0.25,0.38,0.8,1.0,0.75,1.0,0.89,0.38,0.5,0.6,1.0,0.87,0.67
49841753-4d4b-4dc8-b953-2392ecd1e3d1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d07be66b-df6a-40bd-b538-b95efa5967c6,0.3,1.0,0.3,1.0,1.0,0.75,1.0,0.63,0.8,1.0,1.0,1.0,0.78,0.88,0.5,1.0,0.8,0.97,0.58
b38b2d05-9035-4818-82d8-b27dad0377a4,0.38,0.94,0.2,0.33,1.0,1.0,1.0,0.13,0.6,1.0,0.75,0.67,0.63,0.63,0.5,1.0,0.6,0.81,0.6
ef2dd881-a294-4f80-b870-03c61270856f,0.5,1.0,0.4,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.78,1.0,0.5,1.0,1.0,0.87,1.0
83a11003-7285-4cdf-b359-9f46524357f6,0.38,1.0,0.2,1.0,1.0,0.75,1.0,0.0,0.8,1.0,1.0,1.0,1.0,0.88,0.67,1.0,0.6,0.97,1.0
d1acd526-3a86-4ed4-a699-282e8c4f10f4,0.75,1.0,0.8,1.0,1.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0,1.0,0.9,1.0
146f9536-f45e-4490-a165-461c5bc4daa8,0.63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
0eec7309-5ee1-4a7f-adee-54196e1f1e3a,0.63,1.0,0.2,0.67,1.0,0.75,1.0,0.5,0.8,1.0,1.0,1.0,0.78,0.88,0.67,0.6,0.8,0.65,0.9
2ee008b3-34e9-49df-8e09-fdc3b4bb05c6,0.38,0.69,0.3,0.17,1.0,0.25,0.5,0.0,0.8,1.0,1.0,1.0,0.7,0.63,0.5,0.25,0.6,0.87,1.0
1bdc6df9-389f-4873-9f41-4172266d3877,0.63,0.94,1.0,1.0,1.0,0.75,1.0,0.13,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.97,1.0
cf608822-4857-47e2-9d50-dc63da2b8072,0.63,1.0,0.6,1.0,0.67,0.75,1.0,0.88,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0
f481be1e-7319-4da2-9b5d-43ef1b4b1a02,0.5,1.0,0.7,0.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.88,0.33,0.6,0.8,0.87,0.5
7ff6a7c4-d5ff-42c1-8b0d-0964e2016212,0.4,0.88,0.3,0.33,0.33,0.75,0.5,0.25,0.8,1.0,0.88,0.83,0.75,0.63,0.5,1.0,0.6,0.87,0.75
049a3ee4-0db8-4f16-b2f1-5dbf46a2748e,0.75,1.0,0.7,1.0,0.67,1.0,1.0,0.88,1.0,1.0,1.0,1.0,0.88,1.0,1.0,1.0,1.0,1.0,1.0
4e2fa308-8c8b-4b4a-86ad-02fcabbf51df,0.5,0.88,0.5,0.5,0.67,0.5,1.0,0.38,1.0,0.0,0.89,0.67,0.67,1.0,0.33,1.0,0.6,0.87,1.0
dea318be-3f48-4c3b-b7f1-cf5c5533b3f7,0.25,1.0,0.4,1.0,1.0,1.0,0.5,0.38,1.0,1.0,1.0,1.0,0.89,1.0,0.83,1.0,1.0,0.97,0.92
827f0620-1d0a-49cd-a08b-7bf14e961117,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23752c82-1271-4db3-894d-e4ede500414d,0.63,0.81,0.4,0.83,1.0,1.0,0.5,0.63,0.8,0.75,0.89,1.0,0.89,0.63,0.83,1.0,1.0,0.84,0.5
3dbd2bda-b1e9-4b9a-af79-7f28e966e478,0.38,0.88,0.2,0.33,0.0,0.5,0.5,0.13,1.0,1.0,0.88,1.0,0.75,1.0,0.33,0.83,1.0,0.97,0.83
314041a4-3fb8-4b53-b6cf-5544c71ac0eb,0.5,0.75,0.1,0.17,0.0,0.5,1.0,0.0,1.0,1.0,1.0,0.67,0.78,0.75,0.5,0.25,0.2,0.61,0.91
fd8fa462-a2b5-44fa-8db4-eeade476db6d,0.5,1.0,0.4,0.67,1.0,0.75,1.0,0.25,0.8,1.0,0.89,0.83,1.0,0.63,0.5,1.0,1.0,0.9,1.0
faeef3c0-6194-454d-a11d-5a514f350abc,0.75,1.0,0.4,0.17,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.67,0.4,0.6,0.9,1.0
65a91f83-b5ce-4f46-b6b9-b3352195ebfc,0.25,0.5,0.3,0.5,0.0,0.75,1.0,0.13,0.8,0.0,0.14,0.0,0.13,0.25,0.17,0.5,0.6,0.45,0.42
fdf28c9f-1a7d-4245-8e62-62939877e43a,0.88,1.0,0.9,0.83,1.0,1.0,1.0,0.88,0.8,1.0,0.89,1.0,1.0,0.75,0.5,0.83,1.0,0.97,1.0
4757545e-34ab-417e-a43f-d29b8b575de5,0.5,1.0,0.6,0.5,1.0,0.75,1.0,0.63,0.8,1.0,1.0,0.83,0.89,0.75,0.67,1.0,0.8,0.94,0.92
ffeabaca-7784-455f-ace3-1354109a5da9,0.5,0.75,0.2,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.83,1.0,1.0,0.67,1.0,0.8,0.9,1.0
74877593-af17-4ee9-aeae-364e76412c84,0.5,1.0,0.5,0.83,1.0,0.75,0.25,0.0,0.8,1.0,1.0,0.83,0.9,0.38,0.33,1.0,1.0,0.68,1.0
620c84d5-5967-4c25-ae9f-5bf7eaa898ca,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0
143e8071-8b05-4b10-88ed-3dd9ac469e28,0.88,0.94,0.7,1.0,1.0,1.0,1.0,0.88,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,0.87,1.0
46ad0bfb-5826-4e63-8588-063f5efbc25b,0.5,1.0,0.8,0.83,1.0,1.0,1.0,0.75,0.8,1.0,1.0,1.0,0.78,0.5,0.83,1.0,1.0,1.0,1.0
cc05144b-e76e-4f7c-a2f3-27d4167f2504,0.38,1.0,0.5,0.5,1.0,0.75,0.5,0.75,1.0,1.0,1.0,0.67,0.78,0.88,0.5,1.0,1.0,0.94,1.0
463077e7-669d-42e1-8c2a-c9f1117dcee0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0
7136ba7d-aad9-4f50-8a29-b93617187ab6,0.38,0.94,0.2,0.0,0.33,0.5,1.0,0.0,1.0,1.0,1.0,0.83,0.63,1.0,0.67,0.0,0.2,0.9,0.4
cd3e6aac-e640-49bb-a1bf-d834be3da3fe,0.75,1.0,0.2,0.67,1.0,0.5,1.0,0.0,0.8,1.0,1.0,1.0,0.8,0.5,0.17,1.0,0.6,0.9,0.8
a4cb9e54-99aa-4c65-81ea-8460d269789e,0.88,1.0,1.0,0.83,1.0,1.0,1.0,0.88,1.0,1.0,1.0,1.0,1.0,1.0,0.83,1.0,1.0,0.97,1.0
d8fe4c07-3775-4106-85a0-aad7f15987ad,0.5,1.0,0.3,0.17,1.0,0.75,1.0,0.0,0.8,1.0,0.89,0.83,0.78,0.75,0.67,0.5,0.8,0.84,0.92
4140aa5e-27f2-4855-b0b7-4539e180aa28,0.5,0.94,0.4,0.33,0.67,0.75,0.75,0.0,1.0,1.0,0.88,0.83,0.88,1.0,0.5,1.0,0.8,0.61,0.92
1f588eaf-347b-4450-a40f-474bf84d4ec6,0.38,1.0,0.8,1.0,1.0,1.0,1.0,0.0,0.6,1.0,1.0,1.0,0.78,1.0,0.5,0.8,1.0,0.97,1.0
bab53efe-6f41-45a7-a529-8e5808a6e91c,0.38,1.0,0.8,0.67,1.0,1.0,1.0,0.38,0.8,1.0,1.0,0.83,0.89,0.88,0.67,1.0,1.0,0.97,1.0
e705b583-52de-4339-9efd-1d1d31166636,0.63,1.0,0.2,0.0,0.33,0.75,1.0,0.0,1.0,1.0,1.0,1.0,0.88,1.0,0.83,0.2,0.2,0.97,0.5
46f06d9e-e9a9-4252-b064-5997d4c5122e,0.25,1.0,0.3,0.83,0.33,0.75,1.0,0.38,0.8,1.0,1.0,1.0,0.75,0.63,0.67,1.0,0.6,0.97,0.92
9165f7c7-b5e8-4a3d-b826-ade1e13bd5b7,0.38,1.0,0.4,1.0,1.0,0.5,0.5,0.63,1.0,1.0,1.0,1.0,0.78,1.0,0.67,1.0,0.8,0.94,1.0
5e67e8de-9001-493a-b5ff-796ea853eac8,0.25,0.81,0.6,0.67,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.67,0.67,0.88,0.5,1.0,1.0,0.9,0.83
9bb08828-9a44-4dbb-a119-4e129d6c068f,0.63,0.88,0.8,1.0,1.0,1.0,1.0,0.63,0.8,1.0,1.0,1.0,1.0,0.5,0.83,1.0,1.0,1.0,0.75
8e12eabb-1f4a-42eb-94c8-a01f20ff4c68,0.5,1.0,0.7,0.67,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.75,0.5,1.0,1.0,0.84,0.67
d5e5a281-4bb2-471b-b8a5-780142445306,0.63,0.75,0.5,0.33,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.89,0.75,0.67,1.0,0.8,0.77,1.0
4db1d01a-98ca-4a02-b7eb-4d898e663c3e,0.25,0.94,0.5,0.83,1.0,1.0,1.0,0.75,0.8,1.0,1.0,0.67,0.75,0.75,0.5,0.75,1.0,0.97,0.92
17690c4b-9a6f-4094-b53e-1ee7382c89ba,0.25,0.88,0.1,0.83,1.0,0.5,1.0,0.0,0.8,1.0,0.78,0.5,1.0,0.63,0.5,0.75,0.8,0.77,1.0
0170f111-94c9-4335-ad23-72c253552881,0.63,1.0,0.4,0.83,0.67,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.6,0.75,0.67,0.5,0.6,0.9,1.0
f9d174a4-fb59-4842-af09-7964a5923b35,0.63,1.0,1.0,0.83,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.89,0.88,0.67,1.0,1.0,0.77,1.0
44d37fcd-58a2-41e8-9400-7261a7727fb2,0.5,0.25,0.0,0.17,0.0,0.25,0.33,0.0,0.4,0.5,0.25,0.0,0.0,0.0,0.17,0.2,0.4,0.17,1.0
6fefb9b5-afa3-42cb-9df2-d49733a84579,0.5,1.0,0.5,1.0,1.0,0.75,1.0,0.25,0.8,1.0,1.0,1.0,0.88,0.63,0.67,1.0,1.0,0.87,0.58
0333da72-940e-4a5e-be17-2fdcdaf4c6ac,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.97,0.92
d42a512d-02de-426b-b8df-946401fc61b6,0.38,0.69,0.3,0.33,0.33,1.0,0.25,0.0,1.0,0.0,1.0,0.67,0.56,0.25,0.0,0.5,1.0,0.45,0.5
9ee98b66-817c-4b96-bc1a-5fbd704a5682,0.5,1.0,0.7,0.83,1.0,1.0,1.0,0.63,1.0,1.0,1.0,1.0,0.89,0.88,0.67,1.0,1.0,1.0,1.0
26ac261f-b8d5-4e16-9301-347b66e1da2e,0.63,1.0,0.8,0.5,1.0,1.0,1.0,0.25,0.8,1.0,1.0,1.0,0.8,0.88,0.67,1.0,1.0,0.9,1.0
ad296a83-5439-4587-91b0-b2c8007b4de3,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83,0.89,1.0,0.83,1.0,1.0,1.0,1.0
c1a175ef-13cf-4502-b174-c9efac54d7a2,0.75,1.0,0.4,0.33,1.0,1.0,0.5,0.5,1.0,1.0,0.88,1.0,0.89,1.0,0.67,1.0,1.0,1.0,0.92
edf0ddd0-5d77-47e1-8908-5879b2f373a6,0.38,1.0,0.4,0.17,1.0,0.75,0.5,0.38,0.8,1.0,1.0,0.83,0.89,1.0,0.5,1.0,1.0,0.65,1.0
53ede952-d6f7-49ed-b280-bdc6b88122a1,0.63,1.0,0.7,0.67,1.0,1.0,1.0,0.5,0.8,1.0,1.0,1.0,0.8,0.88,1.0,1.0,1.0,1.0,1.0
4a4600f4-3a8c-49a3-ad79-d2f80bdf3233,0.75,1.0,0.6,0.67,1.0,0.75,0.5,0.38,0.8,1.0,1.0,1.0,0.88,0.63,0.5,0.8,0.8,0.9,1.0
fb0ed349-ba53-471e-95cb-9cfbd4f95776,0.5,1.0,0.5,0.83,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.8,0.9,0.67
9e078a4f-c406-4ef1-bb26-2b377ad02d3d,0.5,1.0,0.7,0.83,1.0,0.5,1.0,0.38,0.8,1.0,1.0,1.0,1.0,0.38,0.33,1.0,1.0,0.9,0.67
0b02866c-0ea5-4298-be72-8b00457ca555,0.38,1.0,0.1,0.17,1.0,0.5,0.5,0.0,0.8,1.0,1.0,0.83,1.0,0.5,0.33,0.75,0.8,0.9,0.4
af0af44a-ab9b-4252-99c6-89a6f74ab3a9,0.88,0.94,0.9,0.83,1.0,1.0,1.0,1.0,0.8,1.0,0.89,1.0,1.0,0.25,1.0,1.0,1.0,0.94,1.0
707bd62a-5456-44df-9350-6af6e55fcae6,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.17,0.25,0.0,0.0,0.0
d8e35553-28ba-47e7-8df8-e294a4415dc9,0.5,0.94,0.7,0.33,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.83,0.9,1.0,0.83,1.0,1.0,1.0,1.0
584e5250-2a4a-4830-b518-9f863db96e14,0.5,1.0,0.8,0.67,1.0,1.0,1.0,0.25,0.8,0.75,1.0,1.0,0.78,0.25,0.67,0.83,0.8,1.0,1.0
52a94c80-cbc1-48c7-aa48-61bc6dbe3afb,0.2,1.0,0.6,0.83,1.0,1.0,1.0,0.5,0.8,1.0,1.0,1.0,0.89,0.75,0.67,0.75,1.0,0.9,1.0
cff70998-2fd8-44a0-8bd7-e4895c404a62,0.38,1.0,0.4,0.67,1.0,0.75,0.25,0.0,0.8,1.0,1.0,0.83,1.0,0.5,0.33,0.8,1.0,0.68,0.92
cb844854-62c2-4501-abc9-b2cb80174e31,0.38,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,1.0,1.0,1.0,0.9,0.25,0.5,1.0,1.0,0.94,1.0
20c3e56a-7062-4298-8415-6400177fca49,0.63,1.0,1.0,0.67,1.0,1.0,0.75,1.0,0.8,0.75,1.0,1.0,1.0,0.5,0.67,1.0,0.8,1.0,1.0
3a61515a-46a3-4c91-942a-68a000030251,0.63,1.0,1.0,1.0,1.0,0.75,1.0,0.13,0.8,1.0,1.0,0.83,1.0,0.88,0.67,1.0,0.8,1.0,0.5
97cb6e4f-e860-409b-b714-3c9b1d55bd18,0.63,0.88,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.5,0.88,1.0,1.0,0.5,0.83,1.0,1.0,0.94,1.0
ff5a8d82-cec4-4435-a051-9799b84714ec,0.63,1.0,0.7,0.83,1.0,0.75,1.0,0.0,0.8,1.0,0.89,1.0,0.89,0.5,0.67,0.8,1.0,0.9,1.0
fd3b170d-34ae-4505-92b4-c7258d0aa664,0.38,1.0,0.4,0.33,0.0,0.75,1.0,0.0,0.8,0.75,1.0,0.83,0.56,0.25,0.33,0.8,0.8,0.71,0.92
ab6b83c5-2f7f-4735-9353-7611ad228dae,0.38,0.88,0.2,0.17,1.0,0.75,0.5,0.5,0.8,1.0,0.88,0.83,0.25,0.5,0.17,0.5,0.6,0.52,0.6
3294a7fa-da40-4d70-ac93-c62f70c9a949,0.25,0.88,0.4,0.0,0.67,0.75,1.0,0.0,0.6,0.0,0.75,0.67,0.63,0.13,0.17,0.75,1.0,0.58,0.0
945c54d2-4f28-4508-ad93-511b05ea9ef3,0.38,0.94,0.5,0.83,0.67,0.75,0.25,0.25,0.8,0.5,1.0,0.83,0.88,0.5,0.5,1.0,1.0,0.71,1.0
bd68d4ed-1a67-4a86-8a83-ec7001f0307e,0.63,1.0,0.4,0.67,1.0,0.75,1.0,0.5,0.8,1.0,1.0,0.33,0.89,0.88,0.67,0.6,0.6,0.9,0.9
ccdb4619-4145-4477-a985-2076cbac5e2d,0.63,1.0,0.7,0.5,1.0,1.0,1.0,0.0,0.8,1.0,1.0,0.83,0.89,1.0,1.0,1.0,1.0,0.97,0.67
802d1ebb-071a-4e8f-adc4-10d4979e3518,0.63,0.94,0.9,0.83,1.0,1.0,1.0,0.38,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,1.0
8fafeda5-3fc5-43ae-901b-d5a255862d71,0.5,1.0,0.2,0.33,1.0,1.0,1.0,0.13,1.0,1.0,0.89,1.0,0.78,1.0,0.67,1.0,1.0,0.84,0.75
fe814c58-2303-49a1-9886-8b2931f0326a,0.38,0.56,0.1,0.17,0.33,0.75,0.25,0.0,0.6,0.5,0.13,0.83,0.22,0.0,0.5,0.25,0.8,0.61,0.7
df0a6136-cd92-4d43-a3e1-7ced6d9985a2,0.75,1.0,0.3,0.83,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.88,0.88,0.5,0.75,0.8,0.77,1.0
96c7ef07-f5bb-4f81-bc0f-6b665897eb09,0.5,1.0,0.8,0.83,1.0,1.0,1.0,0.63,0.8,1.0,1.0,1.0,0.88,0.63,1.0,1.0,1.0,0.97,1.0
